1,0.1
2,0.2
3,0.3
4,0.4
5,0.5
6,0.6
7,0.7
8,0.8
9,0.9
10,1.0
11,0.55
12,0.4
13,0.43333334
14,0.35
15,0.375
16,0.32
17,0.34
18,0.3
19,0.31666666
20,0.33333334
21,0.35
22,0.36666667
23,0.38333333
24,0.4
25,0.41666666
26,0.43333334
27,0.45
28,0.46666667
29,0.41428572
30,0.42857143
31,0.44285715
32,0.45714286
33,0.47142857
34,0.4857143
35,0.5
36,0.51428574
37,0.4625
38,0.475
39,0.4875
40,0.44444445
41,0.37272727
42,0.38181818
43,0.3909091
44,0.4
45,0.4090909
46,0.4181818
47,0.42727274
48,0.43636364
49,0.44545454
50,0.41666666
51,0.425
52,0.43333334
53,0.44166666
54,0.19285715
55,0.19642857
56,0.15555556
57,0.15833333
58,0.16111112
59,0.16388889
60,0.16666667
61,0.16944444
62,0.155
63,0.15
64,0.15238096
65,0.15476191
66,0.15348837
67,0.15581395
68,0.14468086
69,0.1468085
70,0.14893617
71,0.14791666
72,0.15
73,0.14897959
74,0.15102041
75,0.15306123
76,0.15510204
77,0.15714286
78,0.15918367
79,0.16122448
80,0.1632653
81,0.16530612
82,0.16078432
83,0.1627451
84,0.16470589
85,0.16666667
86,0.16862746
87,0.17058824
88,0.17254902
89,0.17450981
90,0.1764706
91,0.17843138
92,0.17692308
93,0.17884615
94,0.18076923
95,0.17592593
96,0.17777778
97,0.17962962
98,0.18148148
99,0.18
100,0.18181819
101,0.18363637
102,0.18545455
103,0.18727273
104,0.18909091
105,0.19090909
106,0.19272727
107,0.19454545
108,0.18947369
109,0.18793103
110,0.18965517
111,0.19137931
112,0.19310345
113,0.19482759
114,0.19655173
115,0.19827586
116,0.2
117,0.18870968
118,0.18730159
119,0.18888889
120,0.1904762
121,0.18059702
122,0.18208955
123,0.18358208
124,0.18235295
125,0.18382353
126,0.18529412
127,0.1867647
128,0.1882353
129,0.18970588
130,0.19117647
131,0.19264705
132,0.19411765
133,0.19275363
134,0.1942029
135,0.19565217
136,0.19710144
137,0.19855073
138,0.19714285
139,0.19857143
140,0.2
141,0.20142858
142,0.2
143,0.20140845
144,0.2028169
145,0.20422535
146,0.2056338
147,0.20136987
148,0.20273973
149,0.20135134
150,0.2027027
151,0.20405406
152,0.2054054
153,0.20675676
154,0.20810811
155,0.20945945
156,0.21081081
157,0.21216217
158,0.21351351
159,0.21486486
160,0.21621622
161,0.21756756
162,0.21891892
163,0.22027028
164,0.22162162
165,0.22297297
166,0.22432433
167,0.22567567
168,0.22702703
169,0.22837839
170,0.22972973
171,0.23108108
172,0.23243243
173,0.23378378
174,0.232
175,0.23333333
176,0.23157895
177,0.23289473
178,0.23421052
179,0.23552631
180,0.23076923
181,0.23205128
182,0.23333333
183,0.23461539
184,0.23589744
185,0.23125
186,0.2325
187,0.23375
188,0.2292683
189,0.23048781
190,0.22891566
191,0.22470587
192,0.22588235
193,0.22705883
194,0.22823529
195,0.22941177
196,0.22790697
197,0.22386363
198,0.225
199,0.22613636
200,0.22727273
201,0.2284091
202,0.22954546
203,0.23068182
204,0.23181818
205,0.23295455
206,0.23409091
207,0.23522727
208,0.23636363
209,0.2375
210,0.23863636
211,0.23977272
212,0.24090908
213,0.24204545
214,0.24318182
215,0.24431819
216,0.24545455
217,0.24382022
218,0.24222222
219,0.24333334
220,0.24444444
221,0.24555555
222,0.24666667
223,0.24777777
224,0.2488889
225,0.25
226,0.25111112
227,0.2522222
228,0.25333333
229,0.25444445
230,0.25555557
231,0.25666666
232,0.25777778
233,0.2588889
234,0.26
235,0.2611111
236,0.26222223
237,0.26333332
238,0.26153848
239,0.2597826
240,0.26086956
241,0.2619565
242,0.2630435
243,0.26413044
244,0.2652174
245,0.26630434
246,0.26451612
247,0.26559138
248,0.2638298
249,0.26210526
250,0.2631579
251,0.26145834
252,0.2625
253,0.253
254,0.24901961
255,0.25
256,0.2509804
257,0.24951456
258,0.25048545
259,0.25145632
260,0.2524272
261,0.25339806
262,0.25436893
263,0.2553398
264,0.25631067
265,0.25728154
266,0.25576922
267,0.25673077
268,0.2576923
269,0.25865385
270,0.2596154
271,0.26057693
272,0.26153848
273,0.2625
274,0.26346153
275,0.26442307
276,0.26285714
277,0.26380953
278,0.25981307
279,0.26074767
280,0.25925925
281,0.26018518
282,0.2587156
283,0.25963303
284,0.26055047
285,0.2590909
286,0.26
287,0.25855857
288,0.25945947
289,0.26036036
290,0.26126125
291,0.26216215
292,0.26306307
293,0.26396397
294,0.26486486
295,0.26576576
296,0.26666668
297,0.26756757
298,0.26846847
299,0.2669643
300,0.26785713
301,0.26875
302,0.26964286
303,0.2705357
304,0.27142859
305,0.2699115
306,0.27079645
307,0.27168143
308,0.26782608
309,0.2663793
310,0.2672414
311,0.26810345
312,0.2689655
313,0.26525423
314,0.2661017
315,0.26694915
316,0.2677966
317,0.26416665
318,0.265
319,0.26583335
320,0.26666668
321,0.2675
322,0.26833335
323,0.26916668
324,0.27
325,0.26859504
326,0.2694215
327,0.27024794
328,0.27107438
329,0.27190083
330,0.27272728
331,0.27355373
332,0.27438018
333,0.27520663
334,0.27603304
335,0.2768595
336,0.27768594
337,0.2785124
338,0.27933884
339,0.27560976
340,0.27642277
341,0.27723578
342,0.27804878
343,0.2788618
344,0.2796748
345,0.2804878
346,0.27903226
347,0.2798387
348,0.28064516
349,0.2814516
350,0.28225806
351,0.2830645
352,0.28387097
353,0.28467742
354,0.2809524
355,0.28174603
356,0.278125
357,0.27890626
358,0.2796875
359,0.28046876
360,0.27906978
361,0.27984497
362,0.28062016
363,0.28139535
364,0.28217053
365,0.28294572
366,0.28372094
367,0.28015268
368,0.2725926
369,0.27333334
370,0.27407408
371,0.2748148
372,0.27555555
373,0.2762963
374,0.27703702
375,0.2777778
376,0.27851853
377,0.271223
378,0.27194244
379,0.27266186
380,0.2733813
381,0.27410072
382,0.27482015
383,0.26783216
384,0.26853147
385,0.26923078
386,0.26993006
387,0.27062938
388,0.27132866
389,0.27202797
390,0.27272728
391,0.27342656
392,0.27412587
393,0.2748252
394,0.27552447
395,0.27622378
396,0.26938775
397,0.27006802
398,0.2707483
399,0.27142859
400,0.26490065
401,0.25870967
402,0.25935483
403,0.26
404,0.26064515
405,0.2612903
406,0.26193547
407,0.26258063
408,0.2632258
409,0.26387095
410,0.26451612
411,0.26178345
412,0.2624204
413,0.26305732
414,0.26369426
415,0.26433122
416,0.26496816
417,0.2656051
418,0.26624203
419,0.266879
420,0.26086956
421,0.2582822
422,0.2588957
423,0.2595092
424,0.2601227
425,0.2607362
426,0.2613497
427,0.2619632
428,0.2625767
429,0.26319018
430,0.25748503
431,0.25808382
432,0.25868264
433,0.25928143
434,0.25988024
435,0.26047903
436,0.26107785
437,0.26167664
438,0.26227546
439,0.26287425
440,0.26347306
441,0.26407185
442,0.26467067
443,0.26526946
444,0.2627219
445,0.26331362
446,0.26081872
447,0.2614035
448,0.25895953
449,0.25953758
450,0.2601156
451,0.26069364
452,0.25536722
453,0.2559322
454,0.25649717
455,0.24594595
456,0.24648649
457,0.24702702
458,0.24756756
459,0.2481081
460,0.24864864
461,0.24918918
462,0.24972972
463,0.25027028
464,0.24812834
465,0.2486631
466,0.24919786
467,0.24973261
468,0.2502674
469,0.25080213
470,0.2460733
471,0.24659686
472,0.24712043
473,0.24764398
474,0.24816754
475,0.24611399
476,0.24663213
477,0.24715026
478,0.2476684
479,0.24818653
480,0.24615385
481,0.24666667
482,0.2471795
483,0.2476923
484,0.24568528
485,0.24619289
486,0.24670051
487,0.24720812
488,0.24771574
489,0.24822335
490,0.24873096
491,0.24923858
492,0.24974619
493,0.2502538
494,0.25076142
495,0.25
496,0.25050506
497,0.2510101
498,0.25151515
499,0.2495
500,0.25
501,0.2505
502,0.251
503,0.2515
504,0.252
505,0.2525
506,0.253
507,0.2535
508,0.25148514
509,0.2519802
510,0.25247526
511,0.2529703
512,0.25346535
513,0.2514706
514,0.25196078
515,0.25245097
516,0.2529412
517,0.25343138
518,0.25145632
519,0.25194174
520,0.2524272
521,0.2529126
522,0.25339806
523,0.25388348
524,0.2531401
525,0.2536232
526,0.25410628
527,0.2521531
528,0.25263157
529,0.25311005
530,0.25358853
531,0.25406697
532,0.25454545
533,0.25502393
534,0.2555024
535,0.2535545
536,0.25402844
537,0.25450236
538,0.2549763
539,0.25545025
540,0.25592417
541,0.2563981
542,0.25687203
543,0.25734597
544,0.2578199
545,0.25586855
546,0.25633803
547,0.2568075
548,0.25727698
549,0.2577465
550,0.25821596
551,0.25868544
552,0.25915492
553,0.2572093
554,0.25529954
555,0.25576037
556,0.2562212
557,0.2543379
558,0.2547945
559,0.25525114
560,0.25570777
561,0.25616437
562,0.256621
563,0.2559091
564,0.25636363
565,0.25681818
566,0.25727272
567,0.2554054
568,0.25357142
569,0.25401786
570,0.2544643
